NameA,NameB,CmpdA,CmpdB,A#,B#,MCS,MCSAtomCount,MCSS
d11,d17,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,20,23,"[#6&R](-&@[#6&R]-&@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]-&!@[#8&!R])(-&@[#7&R]-&!@[#6&!R])-&@[#6&R]",10,0.30303030303030304
d17,d11,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,23,20,"[#6&R](-&@[#6&R]-&@[#6&R]:,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R]-&!@[#8&!R])(-&@[#7&R]-&!@[#6&!R])-&@[#6&R]",10,0.30303030303030304
d11,d18,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,20,43,"[#6]1(-&@[#6]-&@[#6]2:&@[#6](-,:;@[#6](:,-;@[#6]-&@1):&@[#6&R]):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&!@[#6&!R]",16,0.3404255319148936
d18,d11,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,43,20,"[#6]1(-&@[#6]-&@[#6]2:&@[#6](-,:;@[#6](:,-;@[#6]-&@1):&@[#6&R]):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&!@[#6&!R]",16,0.3404255319148936
d11,d19,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,20,34,"[#6]1(-&@[#6]-&@[#6]2:&@[#6](-&@[#6]3:,-;@[#6]-&@1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@3):&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#8&!R])-&@[#7&R](-&@[#6&R]-&@[#6&R])-&!@[#6&!R]",19,0.5428571428571428
d19,d11,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,34,20,"[#6]1(-&@[#6]-&@[#6]2:&@[#6](-&@[#6]3:,-;@[#6]-&@1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@3):&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#8&!R])-&@[#7&R](-&@[#6&R]-&@[#6&R])-&!@[#6&!R]",19,0.5428571428571428
d11,d20,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,20,16,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:,-;@[#6]:&@[#6]:,-;@1",6,0.2
d20,d11,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,16,20,"[#6]1:,-;@[#6]:,-;@[#6]:&@[#6]:,-;@[#6]:&@[#6]:,-;@1",6,0.2
d12,d12,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,37,37,[#6&!R]-&!@[#6&!R](-&!@[#8&!R]-&!@[#6]1-&@[#8]-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#9&!R])-&!@[#6&!R]-&!@[#6]1:&@[#7]:&@[#7]:&@[#6](:&@[#7]:&@1)=&!@[#8&!R])-&!@[#6]1:&@[#6]:&@[#6](:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6&!R](-&!@[#9&!R])(-&!@[#9&!R])-&!@[#9&!R])-&!@[#6&!R](-&!@[#9&!R])(-&!@[#9&!R])-&!@[#9&!R],37,1.0
d12,d13,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,37,30,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.09836065573770492
d13,d12,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,30,37,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.09836065573770492
d12,d14,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,37,28,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.1016949152542373
d14,d12,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,28,37,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.1016949152542373
d12,d15,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,37,19,"[#6&!R]-&!@[#6&!R](-&!@[#8&!R]-&!@[#6&R]:,-;@[#6&R])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",11,0.24444444444444444
d15,d12,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,19,37,"[#6&!R]-&!@[#6&!R](-&!@[#8&!R]-&!@[#6&R]:,-;@[#6&R])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",11,0.24444444444444444
d12,d16,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,37,14,[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,8,0.18604651162790697
d16,d12,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,14,37,[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,8,0.18604651162790697
d12,d17,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,37,23,[#6&R]-&@[#6&R]-&!@[#8&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,10,0.2
d17,d12,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,23,37,[#6&R]-&@[#6&R]-&!@[#8&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,10,0.2
d12,d18,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,37,43,[#8&!R]-&!@[#6&R](-&@[#8&R]-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#7&R],7,0.0958904109589041
d18,d12,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,43,37,[#8&!R]-&!@[#6&R](-&@[#8&R]-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#7&R],7,0.0958904109589041
d12,d19,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,37,34,"[#6&!R]-&!@[#6&!R](-&!@[#8&!R])-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",9,0.14516129032258066
d19,d12,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,34,37,"[#6&!R]-&!@[#6&!R](-&!@[#8&!R])-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",9,0.14516129032258066
d12,d20,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,37,16,[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,8,0.17777777777777778
d20,d12,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,16,37,[#6&!R]-&!@[#6&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,8,0.17777777777777778
d13,d13,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,30,30,[#17&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#17&!R])-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#8&!R]-&!@[#6]1:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@[#6]:&@1)-&@[#6]-&@[#6]-&@[#6](-&@[#7]-&@2)=&!@[#8&!R],30,1.0
d13,d14,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,30,28,[#7&R]-&@[#6&R]-&@[#6&R]-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,10,0.20833333333333334
d14,d13,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,28,30,[#7&R]-&@[#6&R]-&@[#6&R]-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,10,0.20833333333333334
d13,d15,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,30,19,[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#8&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,10,0.2564102564102564
d15,d13,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,19,30,[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#8&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,10,0.2564102564102564
d13,d16,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,30,14,[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17&!R],7,0.1891891891891892
d16,d13,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,14,30,[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17&!R],7,0.1891891891891892
d13,d17,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,30,23,"[#6&R](-,:;@[#6&R]-&@[#6&R]-&@[#6&R]-&@[#6&R])(-,:;@[#6&R]-,:;@[#6&R]-&!@[#8&!R]-&!@[#6&!R])-&@[#7&R]",10,0.23255813953488372
d17,d13,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,23,30,"[#6&R](-,:;@[#6&R]-&@[#6&R]-&@[#6&R]-&@[#6&R])(-,:;@[#6&R]-,:;@[#6&R]-&!@[#8&!R]-&!@[#6&!R])-&@[#7&R]",10,0.23255813953488372
d13,d18,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,30,43,"[#6]1:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@[#6]:&@1)-,:;@[#6&R]-&@[#6&R])-,:;@[#7&R]-,:;@[#6&R]",10,0.15873015873015872
d18,d13,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,43,30,"[#6]1:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@[#6]:&@1)-,:;@[#6&R]-&@[#6&R])-,:;@[#7&R]-,:;@[#6&R]",10,0.15873015873015872
d13,d19,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,30,34,"[#6&!R]-&!@[#8&!R]-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6](:,-;@[#6]:,-;@[#6]:,-;@1)-&@[#6&R]-&@[#6&R]-&@[#6&R]-&@[#7&R]",12,0.23076923076923078
d19,d13,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,34,30,"[#6&!R]-&!@[#8&!R]-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6](:,-;@[#6]:,-;@[#6]:,-;@1)-&@[#6&R]-&@[#6&R]-&@[#6&R]-&@[#7&R]",12,0.23076923076923078
d13,d20,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,30,16,[#6]1:&@[#6]:&@[#6](-&!@[#17&!R]):&@[#6]:&@[#6]:&@[#6]:&@1,7,0.1794871794871795
d20,d13,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,16,30,[#6]1:&@[#6]:&@[#6](-&!@[#17&!R]):&@[#6]:&@[#6]:&@[#6]:&@1,7,0.1794871794871795
d14,d14,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,28,28,[#6&!R]-&!@[#7]1-&@[#6]-&@[#6]2-&@[#6](-&@[#6]-&@1)-&@[#6]1:&@[#6](-&@[#8]-&@[#6]3:&@[#6]-&@2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@3):&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#17&!R],20,0.5555555555555556
d14,d15,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,28,19,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.14634146341463414
d15,d14,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,19,28,[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,6,0.14634146341463414
d14,d16,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,28,14,[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17&!R],7,0.2
d16,d14,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,14,28,[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17&!R],7,0.2
d14,d17,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,28,23,"[#6&R](-&@[#6&R]-&@[#6&R]-&@[#6&R]-,:;@[#6&R]-,:;@[#6&R]-,:;@[#6&R])-&@[#7&R]-&!@[#6&!R]",9,0.21428571428571427
d17,d14,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,23,28,"[#6&R](-&@[#6&R]-&@[#6&R]-&@[#6&R]-,:;@[#6&R]-,:;@[#6&R]-,:;@[#6&R])-&@[#7&R]-&!@[#6&!R]",9,0.21428571428571427
d14,d18,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,28,43,[#6&!R]-&!@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,13,0.22413793103448276
d18,d14,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,43,28,[#6&!R]-&!@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6&R])-&@[#6&R]-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,13,0.22413793103448276
d14,d19,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,28,34,"[#6&!R]-&!@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&@[#6&R]-&@[#6&R]-&@[#6]1:,-;@[#6](-&@[#8&R]):,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",19,0.4418604651162791
d19,d14,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,34,28,"[#6&!R]-&!@[#7&R](-&@[#6&R]-&@[#6&R]-&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&@[#6&R]-&@[#6&R]-&@[#6]1:,-;@[#6](-&@[#8&R]):,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1",19,0.4418604651162791
d14,d20,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,28,16,[#6]1:&@[#6]:&@[#6](-&!@[#17&!R]):&@[#6]:&@[#6]:&@[#6]:&@1,7,0.1891891891891892
d20,d14,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,16,28,[#6]1:&@[#6]:&@[#6](-&!@[#17&!R]):&@[#6]:&@[#6]:&@[#6]:&@1,7,0.1891891891891892
d15,d15,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,19,19,[#6&!R]-&!@[#7&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&!R](-&!@[#8&!R]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#6&!R])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,19,1.0
d15,d16,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,19,14,[#6&!R](-&!@[#6&!R]-&!@[#6&!R])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,9,0.375
d16,d15,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,14,19,[#6&!R](-&!@[#6&!R]-&!@[#6&!R])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1,9,0.375
d15,d17,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,19,23,"[#6&!R](-&!@[#8&!R]-&!@[#6&R](:,-;@[#6&R]:,-;@[#6&R]):,-;@[#6&R]:,-;@[#6&R]:,-;@[#6&R])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1",14,0.5
